7.0075e+08,9.3967e+07,7.4163e+08,4.598e+08,6.3678e+08,5.0317e+08,7.2266e+07,6.282e+08,-3.3607e+08,4.569e+08,1,2
1.0124e+09,8.8759e+08,3.404e+08,9.8208e+08,4.6244e+08,8.8033e+08,3.6351e+08,1.6556e+07,5.0454e+08,2.6833e+08,0,35
1.454e+09,1.3039e+09,2.0225e+08,9.3164e+08,9.7588e+08,1.6749e+09,1.1285e+09,1.1576e+08,1.1332e+09,1.0228e+09,1,29
1.5896e+09,1.1099e+09,8.1705e+08,9.069e+08,8.742e+08,3.984e+08,3.1379e+08,-2.6627e+08,1.0338e+08,2.2324e+08,0,357
1.3679e+09,7.4151e+08,5.8748e+08,6.7565e+08,6.2266e+08,-1.5869e+09,-4.625e+08,2.7559e+08,-2.5616e+08,-4.6625e+08,1,299
1.9671e+09,9.3777e+08,7.3285e+08,9.0681e+08,8.1388e+08,-1.7101e+08,3.1708e+06,6.5878e+06,8.0828e+06,9.5892e+06,0,23384
1.0828e+08,3.8867e+08,1.6602e+08,2.5836e+08,6.2695e+08,-1.0852e+08,-4.8047e+08,1.5625e+08,2.5922e+08,7.1094e+08,1,1
1.2519e+09,8.7594e+08,9.9595e+08,8.0499e+08,1.0999e+09,-2.6652e+08,-2.2479e+08,-2.6551e+08,-2.1993e+08,-2.2198e+08,0,1044
8.1939e+08,3.5992e+08,2.3573e+08,3.9479e+08,8.1778e+08,8.217e+08,1.6033e+08,6.3772e+07,-5.1896e+07,4.0681e+08,1,24
1.9863e+09,9.6972e+08,8.1941e+08,9.5208e+08,8.3289e+08,1.5468e+08,1.7069e+07,-7.4221e+06,7.2773e+06,3.8409e+06,0,10448
1.2984e+09,1.2588e+09,8.3872e+08,9.7726e+08,9.895e+08,-1.3704e+09,-1.2168e+07,1.2554e+08,8.7983e+07,4.5851e+07,1,247
1.8175e+09,1.0929e+09,9.1031e+08,9.0407e+08,1.041e+09,-1.6896e+09,-5.7973e+07,8.8102e+07,4.3176e+07,-2.5574e+08,0,119
1.7891e+08,1.7578e+08,1.0294e+09,3.8281e+06,6.875e+08,-2.1758e+08,9.4727e+08,1.0312e+09,4.375e+06,8.2617e+08,1,1
1.3038e+09,8.2158e+08,5.6005e+08,9.3191e+08,3.9005e+08,-1.3954e+09,-1.8742e+08,2.724e+08,3.1791e+07,1.6934e+08,0,43
1.179e+09,7.6008e+08,5.4745e+08,1.0823e+09,5.4402e+08,-1.7807e+09,-1.2918e+08,1.1847e+08,1.9009e+08,5.9191e+07,1,25
2.0225e+09,1.137e+09,1.2366e+09,1.1378e+09,9.4387e+08,-1.6933e+09,-4.1944e+06,-3.1495e+08,-2.3412e+08,4.3527e+06,0,433
2.0212e+09,1.5363e+09,6.6838e+08,1.3978e+09,9.4513e+08,-1.091e+09,-5.8425e+08,7.8738e+07,-1.8274e+08,-6.2797e+08,1,261
